station_observations,,,,,,,,
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
9, None, None,0,5,9, 1991-12-27 15:30:00,1,0
6, None, None,0,6,9, 1991-12-28 07:25:00,0,0
8, None, None,0,6,9, 1991-12-28 16:00:00,0,0
6, None, None,0,3,9, 1991-12-29 07:30:00,0,0
8, None, None,0,5,8, 1991-12-29 16:00:00,0,0
7, None, None,0,7,7, 1991-12-30 06:45:00,4,0
8, None, None,0,6,9, 1991-12-30 16:20:00,0,0
5, None, None,0,5,9, 1991-12-31 06:50:00,0,0
8, None, None,0,3,9, 1991-12-31 15:40:00,0,0
5.5, None, None,0,5.5,8, 1992-01-01 07:30:00,0,0
7, None, None,0,5,8, 1992-01-01 15:45:00,0,0
6, None, None,0,6,8, 1992-01-02 06:30:00,13,0
9, None, None,0,6,10, 1992-01-02 15:35:00,0,0
5, None, None,0,5,9, 1992-01-03 06:00:00,0,0
8, None, None,0,5,9.5, 1992-01-03 15:45:00,0,0
5, None, None,0,4,6, 1992-01-04 07:00:00,4,0
6, None, None,0,3.5,8, 1992-01-04 15:45:00,3,0
4, None, None,0,-1.5,6, 1992-01-05 07:30:00,0,0
5, None, None,0,3,5.5, 1992-01-05 15:30:00,0,0
-4, None, None,0,-4,6, 1992-01-06 06:15:00,0,0
4.5, None, None,0,0.5,5, 1992-01-06 15:40:00,0,0
-2, None, None,0,-3,5, 1992-01-07 06:15:00,0,0
4, None, None,0,-3,6, 1992-01-07 15:30:00,0,0
1, None, None,0,-1,4.5, 1992-01-08 06:30:00,0,0
4, None, None,0,1,5, 1992-01-08 15:30:00,1,0
4, None, None,0,3,5, 1992-01-09 06:35:00,3,0
4.5, None, None,0,4,6, 1992-01-09 15:30:00,3,0
5.5, None, None,0,5.5,6, 1992-01-10 06:30:00,8,0
8, None, None,0,6,10, 1992-01-10 16:00:00,1,0
5, None, None,0,4.5,8, 1992-01-11 08:00:00,5,0
7, None, None,0,4.5,9, 1992-01-11 16:00:00,0,0
5.5, None, None,0,1.5,6, 1992-01-12 03:47:00,0,0
2.5, None, None,0,-1,7, 1992-01-12 06:30:00,1,0
5.5, None, None,0,2,6.5, 1992-01-13 06:15:00,0,0
6, None, None,0,4,7, 1992-01-13 15:30:00,0,0
6.5, None, None,0,5,7, 1992-01-14 06:15:00,0,0
7, None, None,0,5,7, 1992-01-14 15:35:00,1,0
7, None, None,0,5,7, 1992-01-15 06:20:00,0,0
7, None, None,0,6,9, 1992-01-15 15:30:00,0,0
7, None, None,0,6,9, 1992-01-16 06:30:00,8,0
9, None, None,0,5,10, 1992-01-16 16:00:00,0,0
1, None, None,0,-0.5,5, 1992-01-17 06:20:00,0,0
7, None, None,0,0,9.5, 1992-01-17 16:10:00,0,0
5, None, None,0,-1,5, 1992-01-18 11:40:00,0,0
8, None, None,0,5,9, 1992-01-18 16:00:00,0,0
-1, None, None,0,-2,5, 1992-01-19 08:05:00,0,0
7, None, None,0,-1,8, 1992-01-19 15:30:00,0,0
0.5, None, None,0,-1,8, 1992-01-20 06:00:00,0,0
5, None, None,0,0,7, 1992-01-20 15:45:00,0,0
5.5, None, None,0,4.5,8, 1992-01-21 06:10:00,4,0
6, None, None,0,5,9, 1992-01-21 16:00:00,0,0
5, None, None,0,4.5,6, 1992-01-22 06:30:00,1,0
6, None, None,0,4,7, 1992-01-22 16:20:00,5,0
7, None, None,0,5.5,7, 1992-01-23 06:30:00,50,0
8, None, None,0,5.5,8, 1992-01-23 17:00:00,55,0
7.5, None, None,0,7,9, 1992-01-24 06:10:00,5,0
9, None, None,0,7,9, 1992-01-24 16:00:00,0,0
9, None, None,0,7,9, 1992-01-25 07:45:00,1,0
10, None, None,0,9,11, 1992-01-25 14:40:00,2,0
6, None, None,0,3,7, 1992-01-26 07:30:00,0,0
8.5, None, None,0,6,9, 1992-01-26 15:50:00,0,0
7, None, None,0,5,7, 1992-01-27 06:15:00,3,0
9.5, None, None,0,7,12, 1992-01-27 16:10:00,3,0
9, None, None,0,8,9, 1992-01-28 06:35:00,21,0
10, None, None,0,8,11, 1992-01-28 16:05:00,3,0
8.5, None, None,0,7.5,8.5, 1992-01-29 06:15:00,5,0
10, None, None,0,8,11, 1992-01-29 15:55:00,10,0
9, None, None,0,8.5,10, 1992-01-30 06:15:00,23,0
9, None, None,0,9,12, 1992-01-30 16:30:00,1,0
9, None, None,0,9,10, 1992-01-31 06:15:00,30,0
11, None, None,0,9,13, 1992-01-31 16:45:00,5,0
6.5, None, None,0,6,10, 1992-02-01 07:40:00,56,0
8, None, None,0,6,9, 1992-02-01 15:30:00,0,0
7, None, None,0,4,8.5, 1992-02-02 05:57:00,1,0
8, None, None,0,4,9, 1992-02-02 16:30:00,3,0
5.5, None, None,0,5.5,9, 1992-02-03 06:15:00,0,0
13, None, None,0,5,14, 1992-02-03 15:30:00,0,0
3, None, None,0,3,9, 1992-02-04 06:30:00,0,0
11, None, None,0,2,13, 1992-02-04 15:30:00,0,0
3, None, None,0,2,9, 1992-02-05 06:30:00,0,0
9.5, None, None,0,1.5,10, 1992-02-05 15:35:00,0,0
2, None, None,0,2,10, 1992-02-06 06:30:00,0,0
7, None, None,0,2,10.5, 1992-02-06 16:45:00,0,0
0.5, None, None,0,0.5,7.5, 1992-02-07 06:30:00,0,0
7, None, None,0,0.5,10, 1992-02-07 16:30:00,0,0
5, None, None,0,3,5, 1992-02-08 07:25:00,0,0
7, None, None,0,5,7, 1992-02-08 15:30:00,0,0
5, None, None,0,5,5, 1992-02-09 07:05:00,5,0
7.5, None, None,0,5,8, 1992-02-09 15:25:00,0,0
7, None, None,0,5,8, 1992-02-10 06:30:00,0,0
10, None, None,0,7,10, 1992-02-10 15:35:00,0,0
4.5, None, None,0,4,10.5, 1992-02-11 06:15:00,0,0
9.5, None, None,0,4.5,10.5, 1992-02-11 16:00:00,0,0
7.5, None, None,0,4.5,10, 1992-02-12 06:10:00,1,0
8, None, None,0,5,9, 1992-02-12 17:15:00,1,0
6, None, None,0,5,7, 1992-02-13 06:30:00,4,0
9, None, None,0,6,9.5, 1992-02-13 15:30:00,1,0
7.5, None, None,0,3.5,10, 1992-02-14 06:15:00,0,0
9, None, None,0,7,11, 1992-02-14 16:00:00,0,0
5, None, None,0,5,7, 1992-02-15 07:20:00,5,0
7, None, None,0,5,9, 1992-02-15 15:30:00,0,0
1, None, None,0,1,8.5, 1992-02-16 06:50:00,0,0
10, None, None,0,0,11, 1992-02-16 16:00:00,0,0
4, None, None,0,0.5,10, 1992-02-17 06:10:00,5,0
7, None, None,0,4,8, 1992-02-17 16:10:00,4,0
3.5, None, None,0,3.5,7, 1992-02-18 06:20:00,35,0
5, None, None,0,3,7, 1992-02-18 16:30:00,5,0
-0.5, None, None,0,-0.5,5, 1992-02-19 06:20:00,1,0
6, None, None,0,-1,8, 1992-02-19 16:30:00,0,0
2, None, None,0,1.5,6.5, 1992-02-20 06:15:00,8,0
5, None, None,0,2,5, 1992-02-20 16:20:00,2,0
7, None, None,0,3,7, 1992-02-21 06:30:00,5,0
10, None, None,0,8,10, 1992-02-21 15:40:00,142,0
6, None, None,0,5,8, 1992-02-22 05:50:00,20,0
11, None, None,0,6,11, 1992-02-22 14:30:00,0,0
4, None, None,0,2,4.5, 1992-02-23 07:00:00,0,0
6.5, None, None,0,4.5,7, 1992-02-23 15:20:00,40,0
7, None, None,0,6,8, 1992-02-24 07:00:00,3,0
9.5, None, None,0,7,10, 1992-02-24 15:45:00,0,0
9, None, None,0,9,10, 1992-02-25 06:50:00,5,0
15, None, None,0,9,15, 1992-02-25 15:40:00,0,0
6, None, None,0,6,15, 1992-02-26 06:55:00,0,0
16, None, None,0,6,16, 1992-02-26 15:30:00,0,0
4, None, None,0,4,17, 1992-02-27 06:50:00,0,0
16, None, None,0,4,18, 1992-02-27 15:40:00,0,0
3.5, None, None,0,3,18, 1992-02-28 06:35:00,0,0
15, None, None,0,3,15, 1992-02-28 15:30:00,0,0
9, None, None,0,8,15, 1992-02-29 06:30:00,1,0
11, None, None,0,8.5,13.5, 1992-02-29 15:25:00,0,0
9, None, None,0,8,11, 1992-03-01 06:30:00,1,0
12, None, None,0,9,13, 1992-03-01 15:30:00,0,0
8, None, None,0,7.5,12, 1992-03-02 06:30:00,0,0
13.5, None, None,0,7,14, 1992-03-02 15:30:00,0,6
7, None, None,0,7,13.5, 1992-03-03 05:30:00,0,0
9, None, None,0,7,10, 1992-03-03 17:00:00,1,0
8, None, None,0,7,11, 1992-03-04 05:45:00,0,0
11, None, None,0,8,12, 1992-03-04 16:40:00,15,0
9, None, None,0,8,12, 1992-03-05 06:30:00,15,0
11, None, None,0,9,12, 1992-03-05 15:30:00,8,0
6.5, None, None,0,6.5,12, 1992-03-06 06:30:00,0,0
11, None, None,0,7,15, 1992-03-06 16:15:00,5,0
4, None, None,0,4,15, 1992-03-07 05:30:00,2,0
10, None, None,0,3,15, 1992-03-07 17:30:00,0,0
1, None, None,0,1,15, 1992-03-08 05:50:00,0,0
13, None, None,0,1,17, 1992-03-08 17:20:00,0,0
1, None, None,0,1,13, 1992-03-09 06:15:00,0,0
15, None, None,0,0,17, 1992-03-09 16:10:00,0,0
2, None, None,0,2,15.5, 1992-03-10 05:55:00,0,0
13.5, None, None,0,2,16, 1992-03-10 16:30:00,0,0
1, None, None,0,1,13, 1992-03-11 06:05:00,0,0
14, None, None,0,1,15, 1992-03-11 16:05:00,0,0
5, None, None,0,4,14, 1992-03-12 06:00:00,0,0
16, None, None,0,4.5,19, 1992-03-12 16:00:00,0,0
3, None, None,0,3,16, 1992-03-13 05:50:00,0,0
18, None, None,0,3,20, 1992-03-13 15:50:00,0,0
6, None, None,0,6,19, 1992-03-14 05:45:00,0,0
17, None, None,0,6,18, 1992-03-14 14:30:00,0,0
8, None, None,0,6,18, 1992-03-15 05:40:00,1,0
11, None, None,0,8,18, 1992-03-15 14:00:00,8,0
9, None, None,0,8,11, 1992-03-16 05:30:00,2,0
12, None, None,0,7,15, 1992-03-16 16:15:00,0,0
8, None, None,0,8,12, 1992-03-17 05:45:00,1,0
12, None, None,0,7,13, 1992-03-17 15:30:00,0,0
1.5, None, None,0,1.5,12, 1992-03-18 05:45:00,0,0
13.5, None, None,0,1.5,15, 1992-03-18 16:00:00,0,0
4, None, None,0,4,14, 1992-03-19 05:30:00,0,0
15.5, None, None,0,3.5,17, 1992-03-19 16:10:00,0,0
3.5, None, None,0,3,16, 1992-03-20 05:30:00,0,0
16, None, None,0,3.5,17.5, 1992-03-20 16:45:00,0,0
3, None, None,0,3,16, 1992-03-21 05:35:00,0,0
18, None, None,0,3,18.5, 1992-03-21 14:00:00,0,0
2, None, None,0,2,20, 1992-03-22 05:30:00,0,0
17, None, None,0,2,17.5, 1992-03-22 14:00:00,0,0
3, None, None,0,3,17, 1992-03-23 05:30:00,0,0
16.5, None, None,0,3.5,18, 1992-03-23 16:25:00,0,0
4.5, None, None,0,4,17, 1992-03-24 06:15:00,0,0
16, None, None,0,4,17, 1992-03-24 16:20:00,0,0
4, None, None,0,4,16, 1992-03-25 06:20:00,0,0
16, None, None,0,3,19, 1992-03-25 16:15:00,0,0
4.5, None, None,0,4.5,17, 1992-03-26 06:00:00,0,0
11, None, None,0,4.5,16, 1992-03-26 16:20:00,0,0
4, None, None,0,4,11, 1992-03-27 05:30:00,0,0
11, None, None,0,3.5,15, 1992-03-27 16:20:00,0,0
1, None, None,0,1,11.5, 1992-03-28 05:30:00,0,0
12, None, None,0,1,12, 1992-03-28 13:50:00,0,0
2, None, None,0,2,13, 1992-03-29 05:30:00,0,0
17, None, None,0,2,17.5, 1992-03-29 13:50:00,0,0
9.5, None, None,0,8.5,17.5, 1992-03-30 05:30:00,0,0
18.5, None, None,0,8,19, 1992-03-30 16:10:00,0,0
5, None, None,0,5,18.5, 1992-03-31 06:15:00,0,0
17, None, None,0,5,18, 1992-03-31 16:15:00,0,0
6, None, None,0,6,18, 1992-04-01 06:00:00,0,0
20, None, None,0,5.5,22, 1992-04-01 16:30:00,0,0
6.5, None, None,0,6.5,20, 1992-04-02 06:00:00,0,0
20, None, None,0,6.5,23, 1992-04-02 15:40:00,0,0
7, None, None,0,7,20, 1992-04-03 06:10:00,0,0
13.5, None, None,0,7.5,15, 1992-04-03 16:00:00,0,0
5, None, None,0,4.5,14, 1992-04-04 07:00:00,1,0
9.5, None, None,0,5,10, 1992-04-04 15:30:00,0,0
5, None, None,0,3,8, 1992-04-05 07:00:00,5,0
6, None, None,0,4,9, 1992-04-05 15:00:00,1,0
0.5, None, None,0,0.5,8, 1992-04-06 06:30:00,0,0
9, None, None,0,0,10, 1992-04-06 16:15:00,1,0
0.5, None, None,0,0.5,10, 1992-04-07 06:00:00,1,0
12, None, None,0,0.5,13, 1992-04-07 16:30:00,0,0
1, None, None,0,0.5,12, 1992-04-08 06:15:00,0,0
13, None, None,0,0.5,14, 1992-04-08 16:00:00,0,0
3, None, None,0,3,13, 1992-04-09 06:15:00,0,0
14, None, None,0,2.5,16, 1992-04-09 16:20:00,0,0
1, None, None,0,1,14, 1992-04-10 06:00:00,0,0
13.5, None, None,0,1,15, 1992-04-10 15:30:00,0,0
6.5, None, None,0,3,14, 1992-04-11 06:30:00, None,0
13, None, None,0,6.5,13.5, 1992-04-11 15:30:00,0,0
9.5, None, None,0,9,14, 1992-04-12 06:30:00,1,0
12, None, None,0,9.5,13, 1992-04-12 15:20:00,0,0
9, None, None,0,9,15, 1992-04-13 05:55:00,0,0
17, None, None,0,9,17, 1992-04-13 16:00:00,0,0
9, None, None,0,9,15, 1992-04-14 05:50:00,0,0
17.5, None, None,0,9,19.5, 1992-04-14 16:30:00,0,0
10, None, None,0,9.5,18, 1992-04-15 05:40:00,0,0
16, None, None,0,10,17, 1992-04-15 16:30:00,0,0
11.5, None, None,0,11,17, 1992-04-16 06:30:00,1,0
17, None, None,0,11,18, 1992-04-16 16:30:00,8,0
9, None, None,0,9,11, 1992-04-17 07:30:00,3,0
14, None, None,0,9,15, 1992-04-17 15:00:00,0,0
8, None, None,0,8,15, 1992-04-18 06:30:00,5,0
16.5, None, None,0,8,17, 1992-04-18 15:15:00,0,0
7, None, None,0,4.5,17, 1992-04-19 07:00:00,0,0
14, None, None,0,7,14.5, 1992-04-19 15:15:00,0,0
9, None, None,0,8.5,15, 1992-04-20 07:45:00,1,0
12, None, None,0,9,14, 1992-04-20 16:30:00,0,0
2, None, None,0,1.5,10, 1992-04-21 05:40:00,0,0
11.5, None, None,0,2,14, 1992-04-21 15:45:00,0,0
3, None, None,0,3,6, 1992-04-22 07:30:00,1,0
13, None, None,0,6,14, 1992-04-22 16:05:00,0,0
1.5, None, None,0,1.5,14, 1992-04-23 06:15:00,0,0
14, None, None,0,1.5,14, 1992-04-23 17:05:00,0,0
11.5, None, None,0,9,15, 1992-04-24 06:00:00,0,0
21, None, None,0,10.5,22, 1992-04-24 16:30:00,0,0
13, None, None,0,12,21, 1992-04-25 07:00:00, None,0
21.5, None, None,0,13,21.5, 1992-04-25 15:00:00, None,0
12, None, None,0,12,22, 1992-04-26 07:00:00,3,0
16, None, None,0,13.5,21.5, 1992-04-26 15:00:00,1,0
12, None, None,0,11,17, 1992-04-27 06:10:00,7,0
18, None, None,0,11,18, 1992-04-27 16:00:00,1,0
10, None, None,0,8.5,18, 1992-04-28 06:00:00,1,0
16, None, None,0,10,17, 1992-04-28 16:00:00,1,0
13, None, None,0,13,17, 1992-04-29 05:45:00,15,0
17, None, None,0,12,17, 1992-04-29 16:00:00,3,0
7.5, None, None,0,7.5,17, 1992-04-30 06:10:00,0,0
13, None, None,0,7.5,13, 1992-04-30 16:00:00,0,0
3.5, None, None,0,3.5,14, 1992-05-01 06:20:00,0,0
9, None, None,0,3,24, 1992-05-04 06:40:00,0,0
12, None, None,0,9,19, 1992-10-01 06:10:00,0,0
21, None, None,0,12,22, 1992-10-01 16:00:00,0,0
17, None, None,0,17,27, 1992-10-02 06:20:00,0,0
17.5, None, None,0,17,17.5, 1992-10-02 16:00:00,0,0
14, None, None,0,14,14, 1992-10-03 07:30:00,0,0
16, None, None,0,13,19, 1992-10-03 15:00:00,0,0
8, None, None,0,7,17, 1992-10-04 07:30:00,0,0
17, None, None,0,14,18, 1992-10-04 15:00:00,0,0
3, None, None,0,3,17, 1992-10-05 06:10:00,0,0
8, None, None,0,3,18, 1992-10-05 16:50:00,0,0
3, None, None,0,3,18, 1992-10-06 06:50:00, None,0
18, None, None,0,3,18, 1992-10-06 16:45:00,0,0
10, None, None, None,8,18, 1992-10-07 06:20:00,0,0
None, None, None,0, None,16, 1992-10-07 16:00:00,0,0
13.5, None, None,0,9,16, 1992-10-08 06:20:00,0,0
14, None, None,0,13,15, 1992-10-08 16:20:00, None,0
9, None, None,0,8,15, 1992-10-09 07:00:00,0,0
15, None, None,0,7,19, 1992-10-09 15:50:00,0,0
9, None, None,0,7,18, 1992-10-10 07:00:00,0,0
9, None, None,0,8,21, 1992-10-10 16:00:00,0,0
9, None, None,0,7,21, 1992-10-11 06:45:00, None,0
19, None, None,0,10,19, 1992-10-11 16:00:00, None,0
11, None, None,0,7,20, 1992-10-12 07:00:00,0,0
12, None, None,0,7,17, 1992-10-12 16:00:00,9,0
7, None, None,0,7,17, 1992-10-13 06:15:00,6,0
13, None, None,0,7,14, 1992-10-13 16:50:00,0,0
0.5, None, None,0,0.5,13, 1992-10-14 06:15:00,0,0
10, None, None,0,0.5,13, 1992-10-14 16:30:00,0,0
3, None, None,0,0,11, 1992-10-15 06:30:00,0,0
9, None, None,0,3,10, 1992-10-15 16:00:00,0,0
6, None, None,0,5,10, 1992-10-16 06:30:00,0,0
8, None, None,0,6,9, 1992-10-16 07:30:00,2,0
8, None, None,0,8,8, 1992-10-17 06:48:00,0,0
10, None, None,0,8,10, 1992-10-17 15:43:00,0,0
9.5, None, None,0,9,10, 1992-10-18 07:20:00,0,0
16, None, None,0,9,16.5, 1992-10-18 16:30:00,5,0
11, None, None,0,9,17, 1992-10-19 06:30:00,7,0
15, None, None,0,9,15, 1992-10-19 16:20:00,3,0
11.5, None, None,0,10,15, 1992-10-20 06:30:00,1,0
15, None, None,0,11,18, 1992-10-20 15:50:00,3,0
11, None, None,0,9,18, 1992-10-21 06:30:00,0,0
14, None, None,0,9,17, 1992-10-21 16:15:00,4,0
11, None, None,0,8,14, 1992-10-22 06:00:00,2,0
11, None, None,0,11,14, 1992-10-22 15:30:00,9,0
11, None, None,0,11,14, 1992-10-23 06:50:00,9, None
14, None, None,0,11,18, 1992-10-23 15:30:00,0, None
11, None, None,0,11,18, 1992-10-24 07:20:00,3,0
16, None, None,0,11,18, 1992-10-24 16:00:00,0,0
11, None, None,0,11,16, 1992-10-25 06:45:00,0,0
7, None, None,0,5,15, 1992-10-25 16:00:00,0,0
6, None, None,0,5,16, 1992-10-26 06:30:00,0,0
12, None, None,0,6,14, 1992-10-26 16:00:00,0,0
3, None, None,0,2,14, 1992-10-27 06:20:00,0,0
12, None, None,0,3,13, 1992-10-27 16:30:00,0,0
5.5, None, None,0,4,14, 1992-10-28 06:30:00,0,0
11, None, None,0,5,11, 1992-10-28 15:50:00,1,0
9, None, None,0,7,12, 1992-10-29 06:30:00,1,0
12, None, None,0,7,13, 1992-10-29 16:00:00,0,0
9, None, None,0,8,12, 1992-10-30 06:15:00,2,0
11, None, None,0,9,13, 1992-10-30 16:30:00,0,0
8, None, None,0,8,13, 1992-10-31 07:30:00,4,0
10, None, None,0,8,13, 1992-10-31 16:00:00,2,0
8, None, None,0,7,13, 1992-11-01 07:00:00,5,0
10, None, None,0,8,11, 1992-11-01 16:38:00,6,0
3, None, None,0,3,9, 1992-11-02 06:00:00,4,0
9, None, None,0,3,11, 1992-11-02 15:45:00,1,0
5, None, None,0,5,10, 1992-11-03 06:20:00,0,0
9, None, None,0,5,10, 1992-11-03 15:45:00,0,0
9, None, None,0,8,9, 1992-11-04 06:20:00,19,0
10, None, None,0,8,12, 1992-11-04 15:40:00,1,0
7.5, None, None,0,7,10, 1992-11-05 06:25:00,0,0
10.5, None, None,0,7,12, 1992-11-05 15:40:00,0,0
9, None, None,0,8,10, 1992-11-06 06:30:00,1,0
10, None, None,0,8,10, 1992-11-06 16:00:00,3,0
10, None, None,0,9,10, 1992-11-07 07:00:00,16, None
10, None, None,0,10,13, 1992-11-07 16:10:00,0,0
7, None, None,0,7,9.5, 1992-11-08 07:20:00,1,0
10, None, None,0,7,11.5, 1992-11-08 15:30:00,0,0
1, None, None,0,1,10, 1992-11-09 06:20:00,0,0
8, None, None,0,0.5,11.5, 1992-11-09 16:15:00,0,0
1, None, None,0,0,8, 1992-11-10 06:00:00,0,0
6, None, None,0,1,7, 1992-11-10 15:40:00,1,0
7, None, None,0,5,8, 1992-11-11 05:45:00,8,0
7, None, None,0,5,8, 1992-11-11 15:30:00,2,0
7.5, None, None,0,7,8, 1992-11-12 06:20:00,0,0
10, None, None,0,7,10, 1992-11-12 16:00:00,0,0
8, None, None,0,6,10, 1992-11-13 06:25:00,0,0
11, None, None,0,8,12, 1992-11-13 16:00:00,0,0
8, None, None,0,6,9, 1992-11-14 03:15:00,0,0
6, None, None,0,3,12, 1992-11-14 07:00:00,0,0
8.5, None, None,0,7.5,9.5, 1992-11-15 02:30:00,3,0
8, None, None,0,7.5,9, 1992-11-15 06:30:00,0,0
8, None, None,0,8,9, 1992-11-16 06:25:00,7,0
10, None, None,0,8,10, 1992-11-16 15:50:00,0,0
8, None, None,0,8,10, 1992-11-17 06:25:00,1,0
9, None, None,0,8,11, 1992-11-17 16:00:00,0,0
5, None, None,0,4,11, 1992-11-18 06:30:00,1,0
9, None, None,0,9,11, 1992-11-18 16:05:00,0,0
6, None, None,0,5,11, 1992-11-19 06:30:00,8,0
7, None, None,0,5,11, 1992-11-19 16:05:00,0,0
0, None, None,0,0,11, 1992-11-20 06:30:00,0,0
7, None, None,0,0,11, 1992-11-20 14:35:00,0,0
8.5, None, None,0,6,9, 1992-11-21 02:40:00,6,0
6, None, None,0,1,11, 1992-11-21 06:45:00,8,0
6, None, None,0,6,9, 1992-11-22 07:00:00,7,0
9, None, None,0,6,11, 1992-11-22 15:30:00,0,0
0, None, None,0,-1,10, 1992-11-23 06:25:00,0,0
5, None, None,0,-1,10, 1992-11-23 16:10:00,0,0
2, None, None,0,2,10, 1992-11-24 06:00:00,0,0
5, None, None,0,2,10, 1992-11-24 16:30:00,0,0
0, None, None,0,0,10, 1992-11-25 06:30:00,0,0
6, None, None,0,-1,10, 1992-11-25 16:15:00,0,0
6, None, None,0,2,10, 1992-11-26 06:35:00,0,0
9, None, None,0,6,10, 1992-11-26 16:15:00,0,0
7, None, None,0,6,10, 1992-11-27 06:30:00,5,0
9, None, None,0,7,10, 1992-11-27 16:55:00,4,0
5, None, None,0,5,10, 1992-11-28 07:15:00,0,0
8, None, None,0,5,10, 1992-11-28 15:30:00,0,0
1, None, None,0,0,3, 1992-11-29 06:30:00,0,0
5, None, None,0,3,5.5, 1992-11-29 15:30:00,1,0
7, None, None,0,5,8, 1992-11-30 06:20:00,20,0
7, None, None,0,5,10, 1992-11-30 15:30:00,0,0
1, None, None,0,0,8, 1992-12-01 06:25:00,0,0
5, None, None,0,0,8, 1992-12-01 16:00:00,0,0
4, None, None,0,4,8, 1992-12-02 06:25:00,0,0
7, None, None,0,4,8, 1992-12-02 15:30:00,0,0
-4, None, None,0,-5,7, 1992-12-03 06:40:00,0,0
6, None, None,0,-4,7, 1992-12-03 15:30:00,0,0
-1, None, None,0.1,-1,5, 1992-12-04 06:30:00,0,0
6, None, None,0.1,-1,6, 1992-12-04 15:45:00, None,0.1
5.5, None, None,0,-3,6, 1992-12-05 03:45:00,0,0
-3, None, None,0,-3,6, 1992-12-05 07:00:00,0,0
7, None, None,0,4,7, 1992-12-06 03:35:00,0,0
4, None, None,0,3,6, 1992-12-06 07:00:00,0,0
5, None, None,0,5,7, 1992-12-07 06:45:00,1,0
4, None, None,0,4,7, 1992-12-07 16:00:00,1,0
5, None, None,0,3,7, 1992-12-08 06:25:00,1,0
5, None, None,0,4,7, 1992-12-08 16:05:00,3,0
3, None, None,0,2,7, 1992-12-09 06:35:00,8,0
4, None, None,0,1,7, 1992-12-09 15:50:00,1,0
4, None, None,0,2,7, 1992-12-10 06:40:00,1, None
3, None, None,0,2,8, 1992-12-10 16:15:00,4,0
3, None, None,0,2,7, 1992-12-11 05:30:00,1,0
3, None, None,0,2,7, 1992-12-11 15:40:00,3,0
-1, None, None,0,-1,0, 1992-12-12 07:35:00,0,0
4, None, None,0,-1,5, 1992-12-12 15:45:00,0,0
4, None, None,0,3.5,5, 1992-12-13 05:35:00,2,0
6, None, None,0,3.5,7, 1992-12-13 14:30:00,2,0
7, None, None,0,6,8, 1992-12-14 05:05:00,8,0
6, None, None,0,5,7, 1992-12-14 15:40:00,0,0
-1, None, None,0,-1,8, 1992-12-15 06:40:00,0,0
3, None, None,0,-2,8, 1992-12-15 16:15:00,0,0
3, None, None,0,-1,7, 1992-12-16 06:40:00,0,0
3, None, None,0,3,8, 1992-12-16 16:05:00,0,0
1, None, None,1,1,8, 1992-12-17 06:30:00,6,0
3, None, None,0,1,8, 1992-12-17 15:45:00,0,0
-3, None, None,0.1,-3,3, 1992-12-18 07:00:00,0,0.1
2, None, None,0.1,-3,2, 1992-12-18 15:30:00,0,0.1
1, None, None,0,-2,8, 1992-12-19 08:45:00,4,0
3.5, None, None,0,1,7.5, 1992-12-19 14:20:00,2,0
1.5, None, None,0,1,8, 1992-12-20 07:35:00,3,0
5, None, None,0,1,6, 1992-12-20 15:30:00,1,0
2, None, None,0,2,6, 1992-12-21 07:45:00,0,0
6.5, None, None,0,2.5,8, 1992-12-21 15:30:00,0,0
8, None, None,0,5,8, 1992-12-22 06:35:00,2,0
9, None, None,0,8,9, 1992-12-22 15:30:00,1,0
8, None, None,0,8,9, 1992-12-23 07:40:00,0,0
9, None, None,0,8,11, 1992-12-23 15:30:00,0,0
3, None, None,0,3,9, 1992-12-24 07:00:00,3,0
8, None, None,0,2,11, 1992-12-24 15:30:00,0,0
2, None, None,0,1.8,11, 1992-12-25 06:00:00,0,0
5, None, None,0,1,11, 1992-12-25 15:45:00,0,0
6, None, None,0,4,11.5, 1992-12-26 07:10:00,5,0
6, None, None,0,4,12, 1992-12-26 15:10:00,6,0
2, None, None,0,-0.5,5, 1992-12-27 06:30:00,2,0
4, None, None,0,2,5, 1992-12-27 15:30:00,1,0
-3, None, None,6,-4,5, 1992-12-28 05:45:00,0,6
3, None, None,2,-3,3, 1992-12-28 16:05:00, None,8
-3, None, None,0,-4,-2, 1992-12-29 05:15:00,0,3
-4, None, None,0,-4,3, 1992-12-29 07:45:00,0,3
-3, None, None,0,-4,-2, 1992-12-30 05:15:00,0,3
-4, None, None,1,-4,-1, 1992-12-30 06:00:00,0,4
-3, None, None,0,-4,-2, 1992-12-31 06:10:00,0,3
0, None, None,0,-3,0.5, 1992-12-31 16:00:00,0,3
-5, None, None,0,-6,0, 1993-01-01 07:15:00,0,3
0, None, None,0,-6.5,1, 1993-01-01 15:50:00,0,3
0, None, None,0,-1.5,1, 1993-01-02 07:00:00,0,3
0.5, None, None,1,-1,1, 1993-01-02 16:00:00,0,4
2.5, None, None,3,0,2.5, 1993-01-03 08:35:00,2,3
0.5, None, None,1,0.5,3, 1993-01-03 16:00:00,12,2
1, None, None,2,-1,2, 1993-01-04 06:30:00,4,2
0, None, None,0,0,3, 1993-01-04 16:15:00,1,1
-3, None, None,0,-3,3, 1993-01-05 06:35:00,0,1
